,DISCREPANCY
9530,yellow/red tail paddle pivot bearing seperatiing.          
27957,red blade channel split separation and delamination ool.
7068,main rotor head low due to removal and reinstallation of dampers.
15430,aft scissor has excessive play          
18974,mrh accum low          
16963,movement on upper centering socket. located on the black blade.          
5049,lower centering socket h/w worn. ref a1-h60ca-mrc-400 d-119.2.
25839,the mrh hyds are in the red.          
20351,red/yellow tail rotor blade has worn rivets on both sides of tip caps at the leading edge.          
16268,fwd scissor has play on upper link.          
24887,main rotor head accumulator low.          
26579,bd-87.1 lower black pcr nut worn.          
1740,"due to replacement of r/h nose landing gear tire, change l/h nose landing gear tire as a match set as required."
2871,main langing gear fire suppression lines have torn o rings.          
7964,black mrb lower center socket has play.
24801,mrh accum red          
213,left hand main landing gear door strut is worn beyond limits and needs to be replaced.          
11759,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-02197;  pos cd: blue          
21368,main rotor head low          
4552,left hand outboard mlg tire is worn beyond limits.          
11852,main rotor head accumulator overserviced          
5757,mrh low          
25885,hole in the tail rotor boot - red paddle outboard          
11559,#6 tip cap screws out of limits.          
14120,install red blade for pmi restoration.
480,black spindle teflon sleeve shrink tubing is installed. shrink tubing needs to be removed and install new tiedown straps. mrc 400 card d-121.2 step 8
2632,left hand nose landing gear tire cut near ib sidewall
13054,"perform post phase ground vibration analysis iaw a1-h60ca-vib-200. abcd-30, 30.1          "
3933,"due to lh nlg tire being worn, publications require rh nlg tire to be changed."
5035,main rotor head accumulator low.
16061,main rotor head accumulator fluid pressure low.          
16446,blue blade fold and deice bracket on hub assembly has worn ancor nut          
7757,red lower centering socket loose.
1255,cannibalized item: sss 29 fig 68a idx 6 nlg drag strut hose assy paozz fc (ddsn: 9211gz05) for modex 12 original mcn: 4dnq7x0
23847,red hub insert worn.          
20235,perform post phase ground vibes.          
5010,original:  2mf04c8.  original:  112ioge.  original:  2si8200.  scir change:  2si80la.  original:  2mez51s.  l mlg door link assy rod end and hdw corrosion
23612,main rotor head hyd side in the red          
19870,perform full bleed and service on main rotor accumulator due to excessive air in system.          
26507,main rotor head ool.          
20895,mrh accumulator reads red.
14519,red tail rotor blade boot torn          
17698,aft main rotor head scissor shoulder bushing worn out of limits abcd-23.5          
90,side to side play in aft scissor.          
17764,3 bifilar tapered washers gouged abcd 23.2          
4909,nlg shock strut low
25300,perform ground vibes
21197,yellow lower pcr bearing delaminating and metal showing. card bd-87.          
17104,blue pitch horn gouged          
14901,cannibalized item: aft rotating swashplate scissors assy (ddsn: 7353g841) for modex 704 original mcn: 1v4yhzu          
9078,poped corner fasner on the tgb.          
22882,black main rotor blade heater mat delaminated under poly patch.          
1339,bottom centering socket for yellow blade is loose.          
3048,aft swashplate expandable pin worn.          
21521,forward and aft scissor bearings worn. card abcd 23.5          
8809,tail rotor indexer retract limit switch needs adjustment.  prevents spread and flight light from illuminating on blade fold control panel.
7522,tail rotor red boot torn.
8117,tail rotor out of limits
7829,fwd scissor upper bolt side to side movement ool
4102,mrh accumulator reads red.
4011,black lockpin bolts need safety wire          
13928,"scir change:  18yyw73.  missing paint on blue, red, yellow weight. ccdd 19sep18          "
27529,black upper pcr bolt has wrong washer installed.
10654,autos out of limits          
17590,mrh accumulator low          
19033,mrh servicing low          
17270,blue tail rotor tip cap worn.          
204,yellow main rotor blade gouged out of limits.          
672,auto fold and spread inop.          
3823,mrh accum low          
27352,unusual vibes during flight.
21565,remove all 4 main rotor blades for 546 day insp. reinstall when notified by maint control          
781,worn hardware on yellow mr spindle assembly
19790,black upper and lower centering sockets worn. d 121.6          
16101,red tail rotor boot torn.          
26065,tgb vibes ool.
5560,main rotor head accumulator low          
23073,mrh accumulator hydraulic side level low.          
3080,remove and reinstall yellow blade to facilitate hinge insert run on torque checks.          
7947,red tail paddle tipcap has delamination
17081,yellow tail rotor boot torn beyond limit.          
7025,black main rotor blade tip cap screws worn.
2271,"main rotor head accumulator low. a/c time:1,112.5"
20759,no torque strip on both scissor          
28042,red damper leakage out-of-limits.
20062,"found bad piston seal on main rotor head accumulator, needs replacement.          "
18711,yellow blade motor inop (carry over refer to 0revzdf/km0258060)          
17274,yellow elastomeric bearing outer race gouged ool          
15048,blue blade pitch lock had to be manually driven during folding.          
5826,lower link on aft scissor has excess lateral play.          
16943,main rotor head fluid low.          
18741,tail rotor vibes out of limits          
9714,tail rotor vibrations ool.          
7997,autorotation out of limits.
24594,crack in red tip cap lip area beyond limits.          
26063,remove / reinstall outboard retention plate to facilitate torque stabilization check of tail rotor inboard retention plate.          
4504,lh main landing gear outboard tire found worn          
11921,lwr centering socket has play          
25529,all main rotor droop stop clips are severely corroded.   ref: a1-h60ca-mrc-400 card d-120.          
6236,main rotor head accum. low. 1600 psi red.          
3508,mrh accumulator low.
2398,lockpin puller seal cracked on blue blade
10936,remove distributor for iwsr. reinstall when notified by maintenance control.          
3887,abcd-23.5 worn spherical bearing on aft scissor lower link.
7174,perform ground main rotor head track and balance prior to going in-flights.
14656,yellow hub insert stripped.          
13556,red blade damper hydraulic line weeping from b-nut          
9265,bladefold harness bracket worn          
4995,7rb3 interface is gouged due to strut hitting it. rh mlg
2168,mrh aft scissors has up and down play          
13714,autorotation out of limits          
4462,"rh mlg shock strut will not retract, stuck at full extension, does not engage wow switches.          "
8560,fwd scissor assembly has movement
26347,black blade bim indicator out of limits.          
18935,lower centering socket on red blade is loose.          
13028,main rotor head reads red          
3003,axial play on spherical bearing on aft rotating scissor out of limit.          
3396,during emergency landing gear extention the rh drag strut fails to downlock.          
24371,tail balance vibration out of limits.          
3998,cut in rh  mlg inboard tire tread.
25767,mrh accumulator hyd side low
17307,main rotor head accumulator is overserviced.          
8233,mrh accumulator low
1448,black  upper pcr bolt etched serial number does not matched blue spindle pitch horn          
21682,"mrh in flight vibrations out of limits at 120, 140, vh.          "
1975,mrh low          
4200,blue droop stop worn
3278,right main landing gear interface assembly requires servicing          
3033,right hand main landing gear inboard and outboard tires require pressure.          
1270,main rotor head accumulator low          
1658,all six tire have low tire pressures.          
17344,main rotor head accumulator hydraulic side low. in the red.          
4727,right hand outboard main landing gear tire is worn beyond limits.          
5244,mrh accumulator reads red
