,CORRECTIVE ACTION
1075,retorqued hydraulic lines for nlg power steering unit iaw sss 3250. ataf apaf aff. pema 03223
8518,"removed moderate surface corrosion on yellow main rotor blade tip cap.  cleaned and treated area of tip cap maiting surface with mil-prf-23699 type ii sempen. area clean, secure and fod fod free. tip cap s/n: a849-05207. refer to jcn: qv0317b00.  "
15315,"removed tip cap and inspected for corrosion. removed corrosion from tip cap chordwise weight block attachment flange. cleaned, treated, and preserved area iaw 01-1a-509 and a1-h60ra-srm-000. re-installed tip cap iaw a1-h60ra-150-300. refer to mcn: 26xjou0"
18752,applied proper hazmat to main rotor head blue blade iaw srm-000. all checks good. area secure and fod free upon completion of maintenance.  
21716,serviced main rotor accum to 1500 psi // high green iaw gai-000. outside temp is 11 degrees celcius. aircraft time now: 3281.1  area secure and fod check complete at time of inspection.  
460,"verified torque at 100 in-lbs on black blade fold hinge lock arm bolt, and application of torque stripe. checks good iaw 150-300. area secure and fod free at time of inspection.  "
22043,"adjusted yellow pcr up 2, black pcr down 5, blue trim tab down 4, and yellow trim tab up 14 iaw: a1-h60rs-vib-200. area is clean and fod free. pema s/n: 2828. fcf s/n: 03-19-001.  "
13116,inspected red tail rotor pcl torque stripe on nut side of the bold and torque stripe is not broken. torque stripe on bolt head is not req. iaw 150-300. area clean and fod free.. ataf.  
10010,balance within limits iaw vib-200. no adjustment required ***qa note:  all t/r balance information confirmed by qa 032 - poulin***
9722,"serviced mrh accumulator iaw gai-000. a/c hrs: 3,012.3, nit: 1,625 psi, hyd: btm 2nd grn, oat: 28 c. area is clean and free of fod. pema 8fkka48489. refer to maf mcn: 00ce8f6 for conditional inspection.  "
1860,"added 136 grams to quadrant two, and 172 grams to quadrant one iaw vib-200. area secure and fod free. refer to 0rewhuc and 0rewhue for tail vibes and tail health.  fcf# 00-19-003  "
15736,performed leak check on red mrh damper cylinder piston  iaw a1-h60ra-150-300.  no leaks found. area secure and fod free at time of inspection.
19781,performed main rotor head ajustment and lead stop shimming iaw vib-200/150-300. area secured and fod free.  
1354,removed and replaced lh nlg tire iaw sss 3240 ataf apaf aff
2947,serviced main rotor head accumulator iaw gai-000. area secure and fod free. pema 27569 serviced hyd: second green  nitrogen: 1600 psi  oat: 24. acft hours 1588.1  
1824,removed and replaced outboard bearing on main rotor head red damper assy iaw a1-h60ra-150-300 wp 016 00. area clean and fod free. ietms serno 53243.  
25164,removed and replaced lower centering socket iaw 150-300. area fod free and secure during time of inspection.  
629,"replaced right hand nose landing gear tire iaw sss 3240. ataf, apaf, aff. used pema 67332"
12164,installed 36 grams to quad 2 and 94 grams to quad 3 iaw a1-h60rs-vib-200. pema used s/n: 8729. area secure and no fod found.  
13350,refer to mcn 1lt0ils jcn bl0117508 for the corrective action.  
23173,serviced red blade spar iaw reference a1-h60ra-150-300. all checks good. area fod free and secure at time of completion. pema  7251 used and accounted for.  
19913,repaired main rotor blade yellow tip cap plies using hysol iaw srm-000. area secure and fod free. pema s/n:5lksa54825  
12964,removed and replaced yellow spindle hinge bolt iaw a1-h60ra-150-300. all checks good. area secure and fod free at time of inspection.
17804,removed and replaced both yellow spindle lockpins iaw a1-h60ra-150-300. pema s/n: 5fkya30737. area secure and fod free.  
7956,removed and replaced red pcl locking tab. installed pcl iaw 150-300. area secure and fod free at time of inspection.
2172,serviced blue main rotor blade spar with nitrogen iaw 150-300. pema 2798. area secure and fod free.
24578,"serviced mrh accumulator to 1600 psi , high green ,   oat 15 degrees celsius iaw gai 000. a/c time now is 3282.5 .area fod free and secure at time of inspection.  "
21,main rotor head accummulator needed full bleed and service refer to mcn: 2e4h3tx for full bleed and service. area clean and fod free.
2733,removed and replaced lh ib mlg brake assy. iaw sss 3240. system 3 ran a navy class 3. ataf.apaf.aff.
3648,
3694,replaced lh nlg tire iaw sss 3240. ataf. apaf. aff. pema 6754.  
12847,"serviced mrh acc iaw gai-000. area secure and fod free. pema s/n used: 126120. hydraulic side service to the yellow, nitrogen pressure 1550 psi oat 28 degrees celcius. current a/c time: 2031.300  . refer to maf mcn: 25b7fui for excess leakage of damper co"
18779,removed and replaced aft scissor bearing iaw 150-300. area fod free and secure at time of inspection.  
15381,inspected and drained tgb oil iaw: gai-000. tgb oil level checks good. area secure and fod free at time of inspection. a/c on 2l. **actione taken should be c**  
4416," replaced rh nlg tire iaw sss 3240, pema 1425. ataf apaf aff.  "
17677,serviced mrh accum iaw gai-000. hyd side: 2nd green; nit: 1600; amb temp: 30 deg celsius. a/c time now is 2547.4. area secure and fod free.  
2758,"duplicate maf, refer to mcn: 2x3x4rt jcn: fcd297483 for corrective action.  "
10528,removed and replaced black/blue tail rotor paddle iaw 150-300. area secure and fod free. pema s/n: 6cksa67610.  
693,removed and replaced main rotor blade mount hardware iaw 150-300. area secure and fod free.  
17462,removed and replaced the yellow tail rotor blade polyurethane erosion strip iaw a1-h60ra-srm-000 wp016.  allowed for proper cure time and verified security of erosion strip.  area clean and fod free.  all tools accounted for.  ietm s/n1bkya48953.  
1589,serviced tires iaw sss 1210. used pema 67332. ataf. apaf. aff.  
13800,removed red tip cap iaw 150-300. area secure and fod free.  
26002,"serviced mrh accumulator iaw gai-000. cehcks good hyd level at yellow, 1600 psi, oat 23 degrees celsius. area secure and fod free at time of completon.  "
14285,"for installation of blue blade pitch lockpin refer to mcn: 249w75u, jcn: b20311a00 phase d cards 121.3 step 12 through card 121.6 step 12.12. area is clean, secure and fod free. pema: 6fksa76260"
580,"removed and replace both scissor bearing iaw a1-h60ra-150-300. utilized pema 6fksa76249. area clean, secure, and fod free.  "
25548,removed and replaced red mr damper inboard and outboard bolts iaw 150-300. refer to mcn's 00jefny for installation of damper assy and 00jefww for 9-13 flight torque check. area fod free and secure.  
21953,removed and replaced worn forward expandable pin iaw 150-300. area secure and fod free.  
14947,"inspected blue hinge lockarm bolt tq stripe worn, verified tq at 100 in lbs, checks good iaw 150-300, applied tq stripe. completed fod check and area secure at time of inspection.  "
7471,removed and re-installed tb-10 to facilitate replacement of mrh accumulator iaw a1-h60ra-410-300.  refer to mcn:00jfigt jcn:qg0193591 for system op check.  area fod free and secure at time of inspection.
21795,removed main rotor blade tip cap for administrative reasons due to match set. iaw: a1-h60ra-150-300. area secure and fod free at time of inspection.  
7432,removed and replaced yellow tail rotor blade abrasion strip iaw: srm-000. area secure and fod free.
8299,serviced mrh accum to bottom of second green 1500psi iaw a1-h60ra- gai-000. oat: 20 degrees celcius. current flight hours 4005.6. area secure and fod free.
16825,no adjustments made. refer to mcn: 26xila7 for main rotor accumulator full bleed and service. area checked fod free and secure.  
19400,removed black main rotor blade tip cap assembly iaw a1-h60ra-150-300. area secure and fod free. pema 6fksa75975.  
12124,"performed tail rotor bias iaw vib-200, black paddle measure at 2.6, refer to jcn: bz0257002  for adjustment of bias. area secure and fod free at time of inspection.  "
9373,deserviced mrh iaw a1-h60ra-gai-000. area secure and fod free at time of inspection.  
229,removed and replaced black lockpin cover iaw a1-h60ra-150-300. area secure and fod free at time of inspection.  
7620,removed and replaced worn expandable pin iaw 150-300. area secure and fod free.  ***correction: failed parts: 70104-08015-102**** sasr component requires trans: 23 action taken: r****  
11819,serviced mrh accumulator iaw gai-000. a/c hours: 150.700. serviced to second green. nitrogen: 1675 psi. temp 30 degrees celcius. no conditional required.  area secured and free of fod. pema used 6fksa75963.  
26232,removed and replaced yellow harness pitchlock switch routing bracket iaw 150-300.  area secure fod check complete.  
12303,"stablized and tq'ed all 4 mrh bifilar weight nuts, nuts tq'ed at 113 ft lbs iaw 150-300, checks good. completed fod check and area secure at time of inspection. refer to jcn: qg0313252 for new 9-13 hr tq check maf  a/c time now 2960.9  "
27632,
5287,serviced main rotor head accumulator to 1550 yellow using n2 wab s/n: 334 and hsu s/n: 204 (navy class: 1) with an oat of 12 degrees celsius iaw gai-000. time last serviced: 3465.0; time now: 3484.7. area fod free and secure.  
15565,adjusted yellow blade fold pitch lock and putch free switch iaw: a1-h60ra-150-300. op check good iaw a1-h60ra-150-200. pema: 2dtya64048. area clean secure and fod free.  
503,tested brake system on back-up brake power as well as apu power. discrepancy could not be duplicated. ops checks good. ataf apaf aff  
18506,parts recieved. refer to mcn:25b7d9f for install. area secure and fod free.  
16652,"serviced mrh accumulator iaw gai-000. hyds at high green, nitrogen at 1500, temp 18c. a/c hours at 1801.3. checks good. area fod free and secured at time of inspection."
2002,removed main rotor blade fold index drive unit iaw 150-300. area secure and fod check complete.  
12849,shimed blue centering socket iaw 150-300. area secure and fod free at time of inspection.  
25733,serviced main rotor head accumulator to 1600 high green using hsu s/n: 210 (navy class 0) and n2 walk around bottle s/n: 000127 with an oat of 19 degrees celcius in accordance with gai-000.  aircraft time last serviced: 3445.3 aircraft time now: 3465.0. c
395,right hand main landing gear door strut rod end checks good. ataf apaf aff  
3161,removed and replaced the left hand nose tire iaw sss: 3240 pema# 6 utilzied for maintenenace action. ataf apaf aff.
4584,"adjusted for in-flight vibes iaw vib-200. adjusted blue trim tab up 4 mils. new readings are as follows; 280, 277, 277, 272, 275, 281. area secure and fod free.  "
27279,
6471,"adjusted all pcl's +12 iaw a1-h60rs-vib-200. utilized pema 6fksa76249. area clean, secure, and fod free.  "
1259,serviced hyraulic accumulator in accordance with a1-h60ra-gai-000. serviced with hsu s/n: 262; navy class: 2. serviced to high green @ 1650psi. ambient temperature: 27c. a/c flight hours: 3128.4. no conditional required. area secure and fod free at time o
19029,"serviced mrh accumulator hyd side to the first green @ 1200 psi iaw a1-h60ra-gai-000. a/c time 1622.5 oat is 19 degreec c. area is clean, secure, and free of fod. pema 30 7iksa25532.  "
21025,removed and replaced yellow blade de-ice harness iaw 150-300. area secure and fod free.  
19846,removed and reinstalled mrh beanie iaw 410-300. refer to mcn: 1gtelio jcn: q70340083 for application of sealant to beanie bolts. area secure and fod free.  
20379,inspected tail rotor tip cap rivet head. minor errosion on rivet head but within limits iaw srm-000. area fod free and secure. pema 2828.  
19265,refer to mcn: 00jcbtn for replacement of mrh hyd gauge schrader valve.  
21699,removed and replaced worn screws on blue mrb tip cap iaw 150-300. area fod free and secure.  
23470,"removed and reinstalled yellow mrh damper iaw a1-h60ra-150-300.  all checks good.  area clean, secure and fod free.  "
9145,removed and replaced upper #6 screw on black mrb iaw 150-300. area secure and fod freee.  
27636,"removed corrosion on blue droop nuts. cleaned, treated and preserved iaw ref: 01-1a-509. area secure and fod free. pema s/n: 5lksa54400"
27751,installed red main rotor blade iaw 150-300. area secure and fod free. pema: 6cksa67609
14763,torqued red blade detent arm bolt iaw 150-300. applied tq stripe. area fod free and secure.  
23871,"serviced mrh accumulator iaw gai-000. hyds gauge on second green, n2 at 1500 psi, oat at 22¿ c.  a/c flight hours 427.0. refer to jcn by0170102 for damper conditional.  area clean secure and fod free. pema s/n: 6cksa67548.  "
3707,serviced all tires to correct pressure iaw sss 1210. used pema 67332. ataf. apaf. aff.  
2109,serviced nlg tires iaw sss 1210. used pema 67331. ataf apaf aff.
4164,"replaced lh nlg tire iaw sss 3240, pema 1425. ataf apaf aff.  "
12704,"serviced main rotor head accumulator to the top of the first green @ 1700 psi oat is 30 degrees c, and a/c time is 1856.2. pema 2dtya64048. area is clean, secure, and free of fod.  "
