,CORRECTIVE ACTION
23400,made the following adjustments to mrh: yellow pcr +8 clicks and black pcr -1 click iaw vib-200. area secure and fod free. pema 6fksa76012.  
16661,removed and replaced main rotor rotating aft scissor hardware iaw a1-h60ra-150-300. area clean and fod free.
12148,removed and replaced black main rotor blade iaw a1-h60ra-150-300. area secure and fod free at time of inspection.  
4451,troubleshot down to failed solenoid valve iaw sss3230. ataf apaf aff.
18975,"inspected main rotor head red damper  iaw gai-000. no sign of dynamic leakage , thus within limits of 5 drops per  60 seconds. area fod free and secure.  "
17564,serviced black bim iaw 150-300.  bim checks good.  area secure and fod free. ataf pema: 6694  
10062,removed and replaced fwd scissor swashplate sherical bearing iaw 150-300. area fod free and secure. pema:2
2968,serviced main rotor head accumulator iaw: a1-h60ra-gai-000. hyd: yellow nitrogen: 1600 oat: 21c aircraft flight hours  2113.6. area secure and fod free. pema s/n 9290  
174,removed and replaced tail rotor boot tiedown strap iaw a1-h60ra-150-300. all checks good. area secure and fod free.
10900,inspected and repaired red tail rotor boot iaw srm-000. repair is cured. area secure and fod free. pema: 6cksa67512  
15303, removed and replaced blue blade fold motor iaw 150-300. area is clean and fod free. pema s/n: 7iksa26000. refer to fcf jcn: b20004451.  
14181,replaced red tail rotor boot iaw a1-h60ra-150-300. all checks good. area secure and fod check complete at time of inspection.
4782,"removed and replaced right ib main landing gear inboard tire iaw with sss 3240. pema 01913. apaf, ataf, aff."
6280,"removed corrosion, cleaned,treated, and preserved black main rotor blade tip doubler with sempen iaw srm-000 and 01-1a-509. area secured and fod free.  "
21284,removed and replaced blue tail rotor boot iaw 150-300. refer to mcn 1o06avv for 9-13 tq check. area is secure and fod free.  
1539,"performed servicing of left and right nose landing gear tires, left and right inboard and outboard main landing gear tires iaw sss1210. all tools accounted for. all parts accounted for. area was cleaned and free of fod. used pema 67339  "
10868,"removed and replaced black main rotor blade iaw"" 150-300. area secure and fod free at time of inspection."
6207,"serviced mrh accumulator to yellow / 1500 psi iaw a1-h60ra-gai-000. aircraft flight hours is 1818.5. outside air temp is 22c. pema 7iksa26146. area clean, secure, and fod free.  "
8572,"upon further inspection wire harness and swashplate accelerometer were not installed.  reinstalled main rotor index cannon plug, routed wires, and installed swashplate accelerometer iaw reference: a1-h60ra-150-300.  op-checks 4.0 iaw reference: a1-h60ra-1"
13583,"inspected red mrb root fairing crack iaw srm-000, no delamination detected. touched up paint iaw srm-000 and 01-1a-509.2. checks good. area secure and fod free at time of inspection.  "
22116,refer to phase d inspection w/o for installaton of red mr spindle.  mcn: 1lt14ad.  
6946,repaired black tail rotor boot iaw srm-000. all checks good. area secure and fod free. pema 2  
4066,removed and replaced yellow damper male qd iaw 150-300. area clean and fod free. pema 6fksa75963.  
9178,"serviced mrh accum iaw gai-000.  hyd reads yellow, nitrogen is 1500 psi, and oat is 11 degrees c. a/c time now is 2,715.4.  all checks good, area secure and fod free during time of inspection.  "
6142,"serviced main rotor head accumulator iaw: gai-000. served to second green. temperature 18 degrees celcius. nitrogen pressure 1600. flight hours 2140.5. area secure and fod free, utilized pema 7521  "
9306,removed and replaced two main head hinge inserts iaw 150-300. all checks good. area secure and fod check complete at time of inspection.  
8967,serviced mrh accumulator iaw a1-h60ra-gai-000 wp 007 00/ ietms 05962. area secure and fod free.
12683,serviced mrh accumulator to 1500psi and yellow iaw a1-h60ra-gai-000. area clean and fod free. ambient temp: 29 degrees celcius. a/c hours: 442.7  
23438,"removed and replaced mr swashplate aft sperical bearing iaw: a1-h60ra-260-300. tq'd bolts to 110 in lbs. tq wrench sn: 510360, pema sn:7jksa27609. area secured and fod free at time of inspection.  "
8727,"performed mrh vibration adjustments iaw vib-200. adjusted yellow pcr down 4 notches and black pcr down 4 notches, all checks good. area secure and fod free. refer to blk pcr 9-13 jcn: q20203376 and ylw pcr 9-13 jcn: q20203377."
12217,"serviced main rotor head hydraulic side accumulator to 1550 psi./ second green iaw a1-h60ra-gai-000. outside air temp 60 degrees f. current aircraft hours: 983.8. area clean, secure and fod free. pema sn: 6fksa76260. refer to jcn: b20319016 for leaky damp"
10085,reshimmed red mrb anti-flap iaw 150-300. all checks good. area secure and fod check complete.
803,removed and replaced lh inboard mlg tire iaw sss 3240. apaf ataf aff.
14405,tightened the hardware on blue blade fold and deice harness iaw a1-h60ra-410-300. area secure and no fod found.  
19788,refer to mcn:0sg9olt jcn:a21313a00 for installation of reduction gear housing. ***wuc should be for black reduction gear housing***  
1806,serviced mrh accumulator in accordance with a1-h60ra-gai-000. serviced to high green @ 1650psi. serviced with hsu s/n: 311; navy class: 3. ambient temperature: 24'celcius. no conditional required. all checks good. area secure and fod free at time of inspe
774,replaced lh inboard main landing gear tire iaw sss 3240 ataf apaf aff.
7587,"properly serviced mrh iaw a1-h60ra-gai-000. fluid: high green, nitrogen 1600 psi. temp 22c. a/c time 890.5 . area secure and no fod found at time of inspection."
10,"repaired puncture in black tail rotor boot iaw a1-h60ra-srm-000. pema s/n 6642. area clean, secure, and fod free."
465,"removed and replaced main rotor head striker iaw 150-300. area secure and fod free. ***trans code: 12, action taken: b, mal code: 020***"
8341,removed and reinstalled mrh beanie iaw a1-h60ra-410-300. refer to mcn: 47p4r3d for operation check. area secure and fod free.
3680,replaced lh nose landing gear iaw sss 3240. apaf ataf aff.  
18527,inspected swashplate iaw mrc-390. no discrepancies noted. area fod free and secure. refer to mcn:1gtens7 for 9-13 torque check.  
25979,inspected mrh accumulator iaw gai-000. hydraulic fluid 1/3 of the way into the first green and 1600 psi temp is 28c. mrh accumulator is within limits. no further action required. area corrosion and fod free. pema sn: 6fksa75073.  
9322,removed and replaced red tail rotor pcl bonding wire iaw 150-300. refer to jcn: pq7072086. area secure and fod free.  
17649,removed and replaced upper and lower red centering socket plates iaw 150-300. area secure and fod free. pema 6fksa76012.  
230,removed and replaced fwd and aft spherical bearings iaw 150-300. all checks good area fod free and secure at time of inspection.
21500,"serviced mrh accumulator iaw gai-000. checks good hydraulic level at high green, 1600 psi, oat 20 degrees celsius. area secure and fod free at time of completion.  a/c hours: 2242.5  "
597,replaced rh nlg tire iaw sss 3240. used pema 67330. ataf apaf aff.
1087,removed and replaced right outboard main landing gear tire iaw sss 3240.  
16301,added 38g of weights on tr quadrant 2 and added 71g of weights on quadrant 3 iaw vib-200 and imds ground station. area is fod free and secured. pema s/n: 6fksa76012  
1929,replaced the right main landing gear shock strut assembly iaw sss 3210. pulled a hydraulic system 3 sample. ran a navy class standard 1. utilized the p.o.d.s. for method of analysis. pema 42544 used. area free of fod.
17820,removed and replaced black centering socket and plug hardware iaw: a1-h60ra-150-300. area secured and fod free at the time of inspection.  
9147,made pcr adjustment to yellow pcr - 1 click iaw vib-200. area secure and fod free at time of inspection.  
14121,adjusted red pcr +4 clicks and black pcr -3 clicks iaw vib-200. area secure and fod free. ataf.  
24512,removed and replaced black line qd iaw 150-300.  area secure and fod free.  
15608,"adjusted blue pcr -7 clicks and yellow pcr +3 clicks iaw a1-h60rs-vib-200. area is secure, clean and fod free.  "
18019,removed and reinstalled main rotor head distributor iaw 410-300. system checks good iaw 410-200. area secure and corrosion / fod free. pema 7-6cksa67644  
22142,"removed and replaced the black tail rotor paddle iaw a1-h60ra-150-300. area secure and fod check complete at time of inspection. refer to jcn: q40247184 for tail rotor bias check, jcn: q40247176, q40247177, q40247178 for 9-13 flight hour torque checks and"
8428,serviced main rotor head iaw a1-h60ra-gai-000. area secure and fod free. hyds: high high green n2: 1400 psi oat:20 degrees celcius aircraft time: 2781.9
26025,removed and replaced hub insert iaw 150-300. area secure and fod free. pema 6cksa67509.
15892,serviced mrh accumulator iaw gai-000. serviced to hyd: high green; n2: 1550 psi; oat: 26 degrees celsius. checks good. area secure and fod free. a/c time now: 1934.9.  
1149,removed and replaced lh inbd mlg tire iaw sss 3240. pema 01913. ataf apaf aff.
25191,performed admin installation of blue tip cap due to replacement of main rotor blade.   no further maintenance action required.  
7585,refer to mcn: 0sg9olq jcn:  a21313a00 for replacement of hinge detent iaw a1-h60ra-150-300.  area secured no fod found. pema used s/n: 2777.  
7763,"removed corrosion on black pcl hardware, cleaned with cpc, treated with primer 23377, and painted with sempen 35237. iaw 01-1a-509. area secure and fod free at time of inspection. ***pema: 6fksa76909***"
3406,removed and replaced lh nose landing gear tire iaw ietm pema-1 ataf apaf aff.  
11946,found blue mrh blade bad. refer to jcn: by0086496 for replacement of blue mrh blade. refer to jcn: by0100568 for vibration analysis. pema: 6fksa76012. area secure and fod free.  
5435,serviced mrh accumulator using hsu 216 navy class 1 pods 00690 iaw: a1-h60ra-gai-000. all checks good hyd high green nitro 1650 psi oat 24 c a/c time 1849.5. area clean and fod free at time of completion.
1151,removed and replaced rh nose tire iaw sss 3240 ataf apaf aff
19387,removed and replaced blue main rotor blade iaw 150-300. area fod free and secure. refer to mcn: 1wdagyq jcn: q40204530 for 9-13 tq check on pcr jam nut.  
19864,all parts recieved for yellow tip cap screws #6.  
3638,nlg tires serviced iaw sss1210. ataf. apaf. aff. used pema 67331.
17337,refer to mcn 00cdh3x for repair.  
25455,removed and replaced blue t/r boot iaw 150-300. area fod free and secure at time of inspection. trans code should be: 12; action taken should be: b  
4227,performed autorotation pcr adjustment to all four pcr's -16 click iaw a1-h60ra-vib-200. area clean secure and fod free. pema 4atya82239.  
15504,removed and replaced yellow centering socket iaw a1-h60ra-150-300. area fod free and secure.  
16501,"removed and replaced the aft scissor upper link iaw 150-300, pema 6019, area secure and fod free at time of inspection."
7508,removed and replaced red elastomeric bearing iaw a1-h60ra-150-300. area clean and fod free. used pema s/n 6007.
8185,removed and replaced yellow tip cap screws iaw: 150-300. area secure and fod free at time of inspection.
19841,removed and replaced blue tail rotor boot iaw a1-h60ra-150-300. area secure and fod free at time of inspection.  
24999,"serviced mrh accumulator iaw gai-000. hyd level on high green, nitrogen pressure 1450 psi, and oat 14 degrees celcius. a/c hours of 3,046.60. area secure and fod free at the time of completion.  "
25301,properly secured wires iaw ref: 01-1a-505 series.  checks good for security.  area secure and fod free.  
12159,removed and reinstalled main rotor indexer iaw 150-300. area secure and fod free.  
8000,"serviced mrh accumulator iaw: gai-000. line in 2nd green, 1,500 psi, 30 degrees c. pema s/n 7527. area secured and fod free at time of inspection"
19173,"received black main rotor blade all parts accounted for . refer to mcn: 249v3es / jcn: b20332b00 for installation, iaw a1-h60ra-150-300. area clean, secure, and fod free. utilized pema ohkya17536.  "
14272,removed blue / black tail rotor paddle assembly iaw a1-h60ra-150-300. area is secure and fod free.
24198,removed and replaced yellow tail rotor bonding wire iaw a1-h60ra-150-300. area secure and fod free at time of inspection. refer to jcn q60129251 for 9-13 torque check.  
5405,torque checked and striped upper pressure plate iaw a1-h60ra-150-300. area secure and fod free. used pema: 6753.  
