,DISCREPANCY
22759,blue mrh blade droop stop hung
6582,admin remove main rotor head accumulator          
2569,lh ob mlg tire is bald and has no tread          
18273,d-119.1 black and red lower hub liners worn and require replacement          
23606,manualy folded the black blade and discovered binding on the upper lockpin puller.          
14206,"auto rotation ool. target 115%, actual 120%          "
6416,"yellow  main rotor head elasto worn out of limits ""can not seat elasto on fixture do to warpage""          "
19486,black blade pitch lock motor bolts missing safety wire          
11043,d card 121.1. red upper and lower lockpin bearing worn beyond use          
16968,hinge insert at 6 o'clock position on black mr hinge failed run-on tq check.          
328,main rotor head accumulator fluid low.
20994,aft scissor bushing worn beyond limit. card abcd-23.5          
520,main rotor head accumulator guage shows empty.  mrc-100 step 47.1          
140,mrh vibes out of limits          
27725,"yellow, blue, and red tail rotor paddle tip cap rivets worn."
5561,red main rotor head droop stop worn.
17164,mrh hydraulic low (red) card 47.1          
13392,broken safety wire on droop stop heater and pin assembly on black mrh blade          
43,lh nlg tire worn          
4386,mrh accum hyd low. at 2nd d in add. mrc-100 card# 47.1          
4057,r/h main landing gear strut is not serviced to proper dimension x          
7621,fwd swashplate expandible pin ool.  worn thru coating
27511,uninstalled button snap for sound proofing near aft cabin door frame. refer to jcn: pq4316429 for fod inspection.
12533,red mrh          
25491,"main rotor head accumulator servicing low, fluid level is in the red.          "
15880,black spindle hinge pin damaged ool.          
21313,mrh head reading in the red.          
3443,bifilars need to be regreased before flight. rain has washed the grease off bifilers.
13592,yellow droop stop worn          
24037,da low needs serviced          
1530,"rh mlg up/lock switch 1 f(p) set once on download, no reset.          "
1872,main rotorhead accumulator hydraulic pressure is overserviced (maxed out).          
3728,"autorotation ool.  4% nr too fast, target 109% nr,  actual 113% nr.          "
27797,black spindle parts only maf
7748,blue blade tip cap rivet worn beyond limits
1842,there is hyd fluid in the rh mlg low pressure gage          
24692,original:  1n3ophv.  blue blade pitch lock reduction gear housing is seized          
21310,autorotation out of limits          
9916,upper pressure plate bolts need torque stripe          
16564,"yellow, outboard damper bearing worn out of limits          "
23215,mrh is ool.          
9662,main rotor head (red) low          
16376,yellow centering socket has play
4256,#1 red pitch lock actuator gear reduction housing has severe corrosion damage to bearing.
15680,mrh accumulator overserviced.          
26341,yellow droop stop crackead nad breaking off card 62          
15496,forward and aft scissor bearing have play. maintainer measured forward scissor at 33-34 thousandths (reported to pilot to be out of limits). measured aft scissor at 26 thousandths (reported to pilot to be within limits).          
1422,blue mrb has corrosion on cuff bolts.  needs replaced.          
4339,"#1, #2, #3, and #4 tail rotor paddel tipcaps have worn rivets.  ***tip caps removed***          "
911,blue blade dog bone bolts not safety wired          
24069,perform 3 degree bias due to removal and replacement of tail rotor servo and tail paddles.  make check flight required if adjustments are made.          
20525,scir change:  2ln33ty.  ccdd: 25mar18 tail rotor pitch beam nut corroded.          
16065,blue inboard pcl bearing worn.          
26153,main rotor head low.          
5291,forward scissor assy worn.  card: abcd: 23.5
6799,blue main rotor blade tip cap screws worn.
26518,pitch lock hardware worn on all 4 pitchlock assemblies. card d-121.3          
11512,aft mrh scissor has play.          
18043,aft lvdt wire is routed incorrectly and is chaffing on frame          
15485,red blade fold harness cracked.          
18318,worn bearings on blue damper          
12593,black main rotor blade tip cap chordwise block has severe pitting ool at 0.49 with max of 0.30. additional moderate surface corrosion along spanwise tip cap mounting flange.
10778,remove/re-install main rotor head accumulator          
2347,d/a low ( while servicing da hyd side nitrogen discharged out hyd side)          
21151,blue tail rotor boot torn.          
20013,"black, yellow and blue pcr bolts worn out of limits. bd card 87.1          "
17987,"cannibalized item: a1-h60ra-150-400, item 7 screw, torx (ddsn: 8178gf09) for modex 700 original mcn: 1v4yx9g          "
6680,aft rotating scissor upper link worn out of limits.
3311,lh wow switch posted f(p) mulitple times during flight          
1508,all four main landing gear tire pressures low          
3114,black tail boot torn.          
1268,perform full bleed and service of main rotor head          
23917,aft upper scissor bolt worn iaw: abcd card 23.5.          
16366,tail rotor boot black paddle coming off. zip tie bridges missing refer to jcn:q20180185 for fod search.
13321,red blade crack under blade by root.          
22605,7 inserts failed the insert check on lower presure plate.          
21063,tail rotor bias fail          
25541,red tail rotor boot torn          
25378,mrh ool          
22278,mrh swashplate magnetic pick up broke          
2137,left hand and right hand inboard and outboard main landing gear tire pressures low          
5441,remove  red blade  to facilitate the removal of main rotor head for  swashplate removal and replacement re-install red blade when notified by maintenance control
8773,aft scissors side to side play mrc-300 step 24          
25320,main rotor head accumulator low.          
2143,rh nlg tire is worn beyond limits.
21241,bladefold lockpin dogbone bolts not safetywired          
25922,black blade fold actuator seizing.
24490,aft expandable pin worn ool. card: bd-84.          
25433,mrh accum low          
3569,blade fold does not auto fold          
27746,[bd-95.1] blue blade tip block has pitting.
7059,autorotation ool.          
7839,mrh accumulator low.
25046,perform initial torques on all pitch control rods bolts. cards bd-87.1          
3740,rh mlg inboard tire has puncture.          
25907,torq lower pcr bolts.          
26710,right hand apu inlet screen not installed
7016,card 47.1- mrh acc is low. reading close to red.
25064,black elastomeric bearing worn ool. d-120          
15285,mrh accumulator low          
10416,"red droop stop worn ool.  ref: a1-h60ca-mrc-400, d-120.1"
24741,aft expandable pin worn          
15483,fwd mrh swashplate scissor inner bears have multiple nicks and gouges.          
18270,auto-rotation out of limits          
13836,main rotor head low
14474,main rotor accumulator fluid level low.
371,left nose landing gear tire axle bolt worn          
23715,blue main rotor blade weight block and surrounding area corroded card bd95 (ddd 9185/ 4 jul 19)          
26007,mrh hyd level res          
7404,mrh red blade upper centering socket has play.          
83,all landing gear tires require servicing          
1781,black 102 bolt has worn out of limits.          
9366,mrh accumulator low          
1176,rh outboard main landing gear tire is flat.
11831,ylw droop stop worn          
4566,mrh accumulator low hyd
10913,scir change:  00je1mo.  remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-03245;  pos cd: red hi-time: dd: a3224.8          
15156,main rotor head fluid side low.          
1757,outboard retention plate teflon sleeve out of limits.          
24046,main rotor head inflight vibrations out of limits.          
1076,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-02406;  pos cd: black          
24026,card 70.3 step 9.6. red tai l rotor blade boot has hole out of limits for repair.          
2361,right inboard and outboard tires servicing under limitations (100 psi both tires).          
3706,pnuematic reservoir under serviced          
12541,yellow blade tail rotor boot has a tear.          
21924,mrh accumulator has worn hardware.          
13262,mrh accumulator hyd gauge pegged out          
4214,exterior landing gear light posted f(p) on pres syst stat page light was not illuminated          
3006,the low pressure end of the rh mlg shock strut is low.          
1522,right mlg door idler arm is broken due to mlg collapse
4210,during landing gear drag/vertical load exceedance conditional inspection found right ib mlg tire to be damaged.          
